STATE,AREA,AGE_ADJUSTED_RATE,COUNT,EVENT_TYPE,POPULATION,RACE,SEX,SITE,YEAR,CRUDE_RATE,FIPS
OH,OH: Erie County (39043),5.8,28.0,Incidence,372093.0,All Races,Male and Female,Brain and Other Nervous System,2016-2020,7.5,39043
OH,OH: Erie County (39043),5.1,27.0,Mortality,372093.0,All Races,Male and Female,Brain and Other Nervous System,2016-2020,7.3,39043
OH,OH: Erie County (39043),7.7,18.0,Incidence,190397.0,All Races,Male and Female,Cervix,2016-2020,9.5,39043
OH,OH: Erie County (39043),40.0,231.0,Incidence,372093.0,All Races,Male and Female,Colon and Rectum,2016-2020,62.1,39043
OH,OH: Erie County (39043),17.2,102.0,Mortality,372093.0,All Races,Male and Female,Colon and Rectum,2016-2020,27.4,39043
OH,OH: Erie County (39043),31.2,94.0,Incidence,190397.0,All Races,Male and Female,"Corpus and Uterus, NOS",2016-2020,49.4,39043
OH,OH: Erie County (39043),5.4,17.0,Mortality,190397.0,All Races,Male and Female,"Corpus and Uterus, NOS",2016-2020,8.9,39043
OH,OH: Erie County (39043),5.3,31.0,Incidence,372093.0,All Races,Male and Female,Esophagus,2016-2020,8.3,39043
OH,OH: Erie County (39043),5.2,30.0,Mortality,372093.0,All Races,Male and Female,Esophagus,2016-2020,8.1,39043
OH,OH: Erie County (39043),17.0,88.0,Incidence,372093.0,All Races,Male and Female,Kidney and Renal Pelvis,2016-2020,23.7,39043
OH,OH: Erie County (39043),3.0,18.0,Mortality,372093.0,All Races,Male and Female,Kidney and Renal Pelvis,2016-2020,4.8,39043
OH,OH: Erie County (39043),4.3,25.0,Incidence,372093.0,All Races,Male and Female,Larynx,2016-2020,6.7,39043
OH,OH: Erie County (39043),14.1,73.0,Incidence,372093.0,All Races,Male and Female,Leukemias,2016-2020,19.6,39043
OH,OH: Erie County (39043),6.9,39.0,Mortality,372093.0,All Races,Male and Female,Leukemias,2016-2020,10.5,39043
OH,OH: Erie County (39043),5.7,32.0,Incidence,372093.0,All Races,Male and Female,Liver and Intrahepatic Bile Duct,2016-2020,8.6,39043
OH,OH: Erie County (39043),5.5,33.0,Mortality,372093.0,All Races,Male and Female,Liver and Intrahepatic Bile Duct,2016-2020,8.9,39043
OH,OH: Erie County (39043),60.4,370.0,Incidence,372093.0,All Races,Male and Female,Lung and Bronchus,2016-2020,99.4,39043
OH,OH: Erie County (39043),39.8,247.0,Mortality,372093.0,All Races,Male and Female,Lung and Bronchus,2016-2020,66.4,39043
OH,OH: Erie County (39043),120.1,339.0,Incidence,190397.0,All Races,Male and Female,Male and Female Breast,2016-2020,178.0,39043
OH,OH: Erie County (39043),23.5,69.0,Mortality,190397.0,All Races,Male and Female,Male and Female Breast,2016-2020,36.2,39043
OH,OH: Erie County (39043),22.2,61.0,Incidence,190397.0,All Races,Male and Female,"Male and Female Breast, <i>in situ</i>",2016-2020,32.0,39043
OH,OH: Erie County (39043),31.4,168.0,Incidence,372093.0,All Races,Male and Female,Melanomas of the Skin,2016-2020,45.2,39043
OH,OH: Erie County (39043),7.3,46.0,Incidence,372093.0,All Races,Male and Female,Myeloma,2016-2020,12.4,39043
OH,OH: Erie County (39043),3.3,21.0,Mortality,372093.0,All Races,Male and Female,Myeloma,2016-2020,5.6,39043
OH,OH: Erie County (39043),16.8,97.0,Incidence,372093.0,All Races,Male and Female,Non-Hodgkin Lymphoma,2016-2020,26.1,39043
OH,OH: Erie County (39043),5.2,31.0,Mortality,372093.0,All Races,Male and Female,Non-Hodgkin Lymphoma,2016-2020,8.3,39043
OH,OH: Erie County (39043),13.8,76.0,Incidence,372093.0,All Races,Male and Female,Oral Cavity and Pharynx,2016-2020,20.4,39043
OH,OH: Erie County (39043),13.2,78.0,Incidence,372093.0,All Races,Male and Female,Pancreas,2016-2020,21.0,39043
OH,OH: Erie County (39043),10.4,62.0,Mortality,372093.0,All Races,Male and Female,Pancreas,2016-2020,16.7,39043
OH,OH: Erie County (39043),98.6,304.0,Incidence,181696.0,All Races,Male and Female,Prostate,2016-2020,167.3,39043
OH,OH: Erie County (39043),18.7,52.0,Mortality,181696.0,All Races,Male and Female,Prostate,2016-2020,28.6,39043
OH,OH: Erie County (39043),5.3,35.0,Incidence,372093.0,All Races,Male and Female,Stomach,2016-2020,9.4,39043
OH,OH: Erie County (39043),23.0,98.0,Incidence,372093.0,All Races,Male and Female,Thyroid,2016-2020,26.3,39043
OH,OH: Erie County (39043),20.8,124.0,Incidence,372093.0,All Races,Male and Female,Urinary Bladder,2016-2020,33.3,39043
OH,OH: Erie County (39043),5.8,37.0,Mortality,372093.0,All Races,Male and Female,Urinary Bladder,2016-2020,9.9,39043
OH,OH: Fairfield County (39045),419.0,2056.0,Incidence,392736.0,All Races,Female,All Cancer Sites Combined,2016-2020,523.5,39045
OH,OH: Fairfield County (39045),134.4,689.0,Mortality,392736.0,All Races,Female,All Cancer Sites Combined,2016-2020,175.4,39045
OH,OH: Fairfield County (39045),6.7,31.0,Incidence,392736.0,All Races,Female,Brain and Other Nervous System,2016-2020,7.9,39045
OH,OH: Fairfield County (39045),3.8,20.0,Mortality,392736.0,All Races,Female,Brain and Other Nervous System,2016-2020,5.1,39045
OH,OH: Fairfield County (39045),7.5,31.0,Incidence,392736.0,All Races,Female,Cervix,2016-2020,7.9,39045
OH,OH: Fairfield County (39045),28.4,136.0,Incidence,392736.0,All Races,Female,Colon and Rectum,2016-2020,34.6,39045
OH,OH: Fairfield County (39045),8.4,43.0,Mortality,392736.0,All Races,Female,Colon and Rectum,2016-2020,10.9,39045
OH,OH: Fairfield County (39045),33.8,178.0,Incidence,392736.0,All Races,Female,"Corpus and Uterus, NOS",2016-2020,45.3,39045
OH,OH: Fairfield County (39045),5.1,27.0,Mortality,392736.0,All Races,Female,"Corpus and Uterus, NOS",2016-2020,6.9,39045
OH,OH: Fairfield County (39045),127.9,624.0,Incidence,392736.0,All Races,Female,Female Breast,2016-2020,158.9,39045
OH,OH: Fairfield County (39045),22.6,115.0,Mortality,392736.0,All Races,Female,Female Breast,2016-2020,29.3,39045
OH,OH: Fairfield County (39045),26.8,125.0,Incidence,392736.0,All Races,Female,"Female Breast, <i>in situ</i>",2016-2020,31.8,39045
OH,OH: Fairfield County (39045),12.7,64.0,Incidence,392736.0,All Races,Female,Kidney and Renal Pelvis,2016-2020,16.3,39045
OH,OH: Fairfield County (39045),3.6,19.0,Mortality,392736.0,All Races,Female,Kidney and Renal Pelvis,2016-2020,4.8,39045
OH,OH: Fairfield County (39045),9.6,43.0,Incidence,392736.0,All Races,Female,Leukemias,2016-2020,10.9,39045
OH,OH: Fairfield County (39045),6.6,31.0,Mortality,392736.0,All Races,Female,Leukemias,2016-2020,7.9,39045
OH,OH: Fairfield County (39045),4.6,24.0,Incidence,392736.0,All Races,Female,Liver and Intrahepatic Bile Duct,2016-2020,6.1,39045
OH,OH: Fairfield County (39045),3.9,19.0,Mortality,392736.0,All Races,Female,Liver and Intrahepatic Bile Duct,2016-2020,4.8,39045
OH,OH: Fairfield County (39045),46.7,250.0,Incidence,392736.0,All Races,Female,Lung and Bronchus,2016-2020,63.7,39045
OH,OH: Fairfield County (39045),30.8,162.0,Mortality,392736.0,All Races,Female,Lung and Bronchus,2016-2020,41.2,39045
OH,OH: Fairfield County (39045),20.1,92.0,Incidence,392736.0,All Races,Female,Melanomas of the Skin,2016-2020,23.4,39045
OH,OH: Fairfield County (39045),5.2,26.0,Incidence,392736.0,All Races,Female,Myeloma,2016-2020,6.6,39045
OH,OH: Fairfield County (39045),13.5,65.0,Incidence,392736.0,All Races,Female,Non-Hodgkin Lymphoma,2016-2020,16.6,39045
OH,OH: Fairfield County (39045),4.8,25.0,Mortality,392736.0,All Races,Female,Non-Hodgkin Lymphoma,2016-2020,6.4,39045
OH,OH: Fairfield County (39045),7.1,35.0,Incidence,392736.0,All Races,Female,Oral Cavity and Pharynx,2016-2020,8.9,39045
OH,OH: Fairfield County (39045),8.6,41.0,Incidence,392736.0,All Races,Female,Ovary,2016-2020,10.4,39045
OH,OH: Fairfield County (39045),7.4,37.0,Mortality,392736.0,All Races,Female,Ovary,2016-2020,9.4,39045
OH,OH: Fairfield County (39045),10.5,54.0,Incidence,392736.0,All Races,Female,Pancreas,2016-2020,13.7,39045
OH,OH: Fairfield County (39045),9.2,49.0,Mortality,392736.0,All Races,Female,Pancreas,2016-2020,12.5,39045
OH,OH: Fairfield County (39045),4.2,20.0,Incidence,392736.0,All Races,Female,Stomach,2016-2020,5.1,39045
OH,OH: Fairfield County (39045),19.9,81.0,Incidence,392736.0,All Races,Female,Thyroid,2016-2020,20.6,39045
OH,OH: Fairfield County (39045),11.8,61.0,Incidence,392736.0,All Races,Female,Urinary Bladder,2016-2020,15.5,39045
OH,OH: Fairfield County (39045),496.8,2237.0,Incidence,388285.0,All Races,Male,All Cancer Sites Combined,2016-2020,576.1,39045
OH,OH: Fairfield County (39045),186.6,796.0,Mortality,388285.0,All Races,Male,All Cancer Sites Combined,2016-2020,205.0,39045
OH,OH: Fairfield County (39045),9.5,41.0,Incidence,388285.0,All Races,Male,Brain and Other Nervous System,2016-2020,10.6,39045
OH,OH: Fairfield County (39045),8.4,36.0,Mortality,388285.0,All Races,Male,Brain and Other Nervous System,2016-2020,9.3,39045
OH,OH: Fairfield County (39045),42.1,180.0,Incidence,388285.0,All Races,Male,Colon and Rectum,2016-2020,46.4,39045
OH,OH: Fairfield County (39045),17.5,74.0,Mortality,388285.0,All Races,Male,Colon and Rectum,2016-2020,19.1,39045
OH,OH: Fairfield County (39045),23.1,106.0,Incidence,388285.0,All Races,Male,Kidney and Renal Pelvis,2016-2020,27.3,39045
OH,OH: Fairfield County (39045),6.2,28.0,Mortality,388285.0,All Races,Male,Kidney and Renal Pelvis,2016-2020,7.2,39045
OH,OH: Fairfield County (39045),13.2,54.0,Incidence,388285.0,All Races,Male,Leukemias,2016-2020,13.9,39045
OH,OH: Fairfield County (39045),8.0,33.0,Mortality,388285.0,All Races,Male,Leukemias,2016-2020,8.5,39045
OH,OH: Fairfield County (39045),9.4,45.0,Incidence,388285.0,All Races,Male,Liver and Intrahepatic Bile Duct,2016-2020,11.6,39045
OH,OH: Fairfield County (39045),7.7,35.0,Mortality,388285.0,All Races,Male,Liver and Intrahepatic Bile Duct,2016-2020,9.0,39045
OH,OH: Fairfield County (39045),69.5,311.0,Incidence,388285.0,All Races,Male,Lung and Bronchus,2016-2020,80.1,39045
OH,OH: Fairfield County (39045),52.1,227.0,Mortality,388285.0,All Races,Male,Lung and Bronchus,2016-2020,58.5,39045
OH,OH: Fairfield County (39045),32.4,136.0,Incidence,388285.0,All Races,Male,Melanomas of the Skin,2016-2020,35.0,39045
OH,OH: Fairfield County (39045),6.2,28.0,Incidence,388285.0,All Races,Male,Myeloma,2016-2020,7.2,39045
OH,OH: Fairfield County (39045),21.1,95.0,Incidence,388285.0,All Races,Male,Non-Hodgkin Lymphoma,2016-2020,24.5,39045
OH,OH: Fairfield County (39045),8.0,30.0,Mortality,388285.0,All Races,Male,Non-Hodgkin Lymphoma,2016-2020,7.7,39045
OH,OH: Fairfield County (39045),19.2,88.0,Incidence,388285.0,All Races,Male,Oral Cavity and Pharynx,2016-2020,22.7,39045
OH,OH: Fairfield County (39045),15.2,72.0,Incidence,388285.0,All Races,Male,Pancreas,2016-2020,18.5,39045
OH,OH: Fairfield County (39045),14.3,64.0,Mortality,388285.0,All Races,Male,Pancreas,2016-2020,16.5,39045
OH,OH: Fairfield County (39045),130.6,631.0,Incidence,388285.0,All Races,Male,Prostate,2016-2020,162.5,39045
OH,OH: Fairfield County (39045),11.8,46.0,Mortality,388285.0,All Races,Male,Prostate,2016-2020,11.8,39045
OH,OH: Fairfield County (39045),9.7,43.0,Incidence,388285.0,All Races,Male,Stomach,2016-2020,11.1,39045
OH,OH: Fairfield County (39045),6.1,22.0,Incidence,388285.0,All Races,Male,Testis,2016-2020,5.7,39045
OH,OH: Fairfield County (39045),6.1,26.0,Incidence,388285.0,All Races,Male,Thyroid,2016-2020,6.7,39045
OH,OH: Fairfield County (39045),36.7,154.0,Incidence,388285.0,All Races,Male,Urinary Bladder,2016-2020,39.7,39045
OH,OH: Fairfield County (39045),451.0,4293.0,Incidence,781021.0,All Races,Male and Female,All Cancer Sites Combined,2016-2020,549.7,39045
OH,OH: Fairfield County (39045),156.2,1485.0,Mortality,781021.0,All Races,Male and Female,All Cancer Sites Combined,2016-2020,190.1,39045
OH,OH: Fairfield County (39045),8.1,72.0,Incidence,781021.0,All Races,Male and Female,Brain and Other Nervous System,2016-2020,9.2,39045
OH,OH: Fairfield County (39045),5.9,56.0,Mortality,781021.0,All Races,Male and Female,Brain and Other Nervous System,2016-2020,7.2,39045
OH,OH: Fairfield County (39045),7.5,31.0,Incidence,392736.0,All Races,Male and Female,Cervix,2016-2020,7.9,39045
OH,OH: Fairfield County (39045),34.7,316.0,Incidence,781021.0,All Races,Male and Female,Colon and Rectum,2016-2020,40.5,39045
OH,OH: Fairfield County (39045),12.5,117.0,Mortality,781021.0,All Races,Male and Female,Colon and Rectum,2016-2020,15.0,39045
OH,OH: Fairfield County (39045),33.8,178.0,Incidence,392736.0,All Races,Male and Female,"Corpus and Uterus, NOS",2016-2020,45.3,39045
OH,OH: Fairfield County (39045),5.1,27.0,Mortality,392736.0,All Races,Male and Female,"Corpus and Uterus, NOS",2016-2020,6.9,39045
OH,OH: Fairfield County (39045),5.4,54.0,Incidence,781021.0,All Races,Male and Female,Esophagus,2016-2020,6.9,39045
OH,OH: Fairfield County (39045),4.8,49.0,Mortality,781021.0,All Races,Male and Female,Esophagus,2016-2020,6.3,39045
OH,OH: Fairfield County (39045),3.5,27.0,Incidence,781021.0,All Races,Male and Female,Hodgkin Lymphoma,2016-2020,3.5,39045
OH,OH: Fairfield County (39045),17.6,170.0,Incidence,781021.0,All Races,Male and Female,Kidney and Renal Pelvis,2016-2020,21.8,39045
OH,OH: Fairfield County (39045),4.8,47.0,Mortality,781021.0,All Races,Male and Female,Kidney and Renal Pelvis,2016-2020,6.0,39045
OH,OH: Fairfield County (39045),2.4,25.0,Incidence,781021.0,All Races,Male and Female,Larynx,2016-2020,3.2,39045
OH,OH: Fairfield County (39045),11.2,97.0,Incidence,781021.0,All Races,Male and Female,Leukemias,2016-2020,12.4,39045
OH,OH: Fairfield County (39045),7.1,64.0,Mortality,781021.0,All Races,Male and Female,Leukemias,2016-2020,8.2,39045
OH,OH: Fairfield County (39045),6.9,69.0,Incidence,781021.0,All Races,Male and Female,Liver and Intrahepatic Bile Duct,2016-2020,8.8,39045
OH,OH: Fairfield County (39045),5.5,54.0,Mortality,781021.0,All Races,Male and Female,Liver and Intrahepatic Bile Duct,2016-2020,6.9,39045
OH,OH: Fairfield County (39045),56.6,561.0,Incidence,781021.0,All Races,Male and Female,Lung and Bronchus,2016-2020,71.8,39045
OH,OH: Fairfield County (39045),40.0,389.0,Mortality,781021.0,All Races,Male and Female,Lung and Bronchus,2016-2020,49.8,39045
OH,OH: Fairfield County (39045),127.9,624.0,Incidence,392736.0,All Races,Male and Female,Male and Female Breast,2016-2020,158.9,39045
OH,OH: Fairfield County (39045),22.6,115.0,Mortality,392736.0,All Races,Male and Female,Male and Female Breast,2016-2020,29.3,39045
OH,OH: Fairfield County (39045),26.8,125.0,Incidence,392736.0,All Races,Male and Female,"Male and Female Breast, <i>in situ</i>",2016-2020,31.8,39045
OH,OH: Fairfield County (39045),25.1,228.0,Incidence,781021.0,All Races,Male and Female,Melanomas of the Skin,2016-2020,29.2,39045
OH,OH: Fairfield County (39045),2.2,19.0,Mortality,781021.0,All Races,Male and Female,Melanomas of the Skin,2016-2020,2.4,39045
OH,OH: Fairfield County (39045),5.6,54.0,Incidence,781021.0,All Races,Male and Female,Myeloma,2016-2020,6.9,39045
OH,OH: Fairfield County (39045),2.7,26.0,Mortality,781021.0,All Races,Male and Female,Myeloma,2016-2020,3.3,39045
OH,OH: Fairfield County (39045),17.0,160.0,Incidence,781021.0,All Races,Male and Female,Non-Hodgkin Lymphoma,2016-2020,20.5,39045
OH,OH: Fairfield County (39045),6.0,55.0,Mortality,781021.0,All Races,Male and Female,Non-Hodgkin Lymphoma,2016-2020,7.0,39045
OH,OH: Fairfield County (39045),12.8,123.0,Incidence,781021.0,All Races,Male and Female,Oral Cavity and Pharynx,2016-2020,15.7,39045
OH,OH: Fairfield County (39045),3.7,35.0,Mortality,781021.0,All Races,Male and Female,Oral Cavity and Pharynx,2016-2020,4.5,39045
OH,OH: Fairfield County (39045),8.6,41.0,Incidence,392736.0,All Races,Male and Female,Ovary,2016-2020,10.4,39045
OH,OH: Fairfield County (39045),7.4,37.0,Mortality,392736.0,All Races,Male and Female,Ovary,2016-2020,9.4,39045
OH,OH: Fairfield County (39045),12.7,126.0,Incidence,781021.0,All Races,Male and Female,Pancreas,2016-2020,16.1,39045
OH,OH: Fairfield County (39045),11.5,113.0,Mortality,781021.0,All Races,Male and Female,Pancreas,2016-2020,14.5,39045
OH,OH: Fairfield County (39045),130.6,631.0,Incidence,388285.0,All Races,Male and Female,Prostate,2016-2020,162.5,39045
OH,OH: Fairfield County (39045),11.8,46.0,Mortality,388285.0,All Races,Male and Female,Prostate,2016-2020,11.8,39045
OH,OH: Fairfield County (39045),6.7,63.0,Incidence,781021.0,All Races,Male and Female,Stomach,2016-2020,8.1,39045
OH,OH: Fairfield County (39045),1.8,16.0,Mortality,781021.0,All Races,Male and Female,Stomach,2016-2020,2.0,39045
OH,OH: Fairfield County (39045),6.1,22.0,Incidence,388285.0,All Races,Male and Female,Testis,2016-2020,5.7,39045
OH,OH: Fairfield County (39045),13.1,107.0,Incidence,781021.0,All Races,Male and Female,Thyroid,2016-2020,13.7,39045
OH,OH: Fairfield County (39045),22.7,215.0,Incidence,781021.0,All Races,Male and Female,Urinary Bladder,2016-2020,27.5,39045
OH,OH: Fairfield County (39045),4.8,44.0,Mortality,781021.0,All Races,Male and Female,Urinary Bladder,2016-2020,5.6,39045
OH,OH: Fayette County (39047),477.2,450.0,Incidence,72806.0,All Races,Female,All Cancer Sites Combined,2016-2020,618.1,39047
OH,OH: Fayette County (39047),181.3,187.0,Mortality,72806.0,All Races,Female,All Cancer Sites Combined,2016-2020,256.8,39047
OH,OH: Fayette County (39047),52.1,49.0,Incidence,72806.0,All Races,Female,Colon and Rectum,2016-2020,67.3,39047
OH,OH: Fayette County (39047),22.4,23.0,Mortality,72806.0,All Races,Female,Colon and Rectum,2016-2020,31.6,39047
OH,OH: Fayette County (39047),40.9,39.0,Incidence,72806.0,All Races,Female,"Corpus and Uterus, NOS",2016-2020,53.6,39047
OH,OH: Fayette County (39047),134.8,131.0,Incidence,72806.0,All Races,Female,Female Breast,2016-2020,179.9,39047
OH,OH: Fayette County (39047),28.0,28.0,Mortality,72806.0,All Races,Female,Female Breast,2016-2020,38.5,39047
OH,OH: Fayette County (39047),69.9,74.0,Incidence,72806.0,All Races,Female,Lung and Bronchus,2016-2020,101.6,39047
OH,OH: Fayette County (39047),47.0,51.0,Mortality,72806.0,All Races,Female,Lung and Bronchus,2016-2020,70.0,39047
OH,OH: Fayette County (39047),26.8,21.0,Incidence,72806.0,All Races,Female,Melanomas of the Skin,2016-2020,28.8,39047
OH,OH: Fayette County (39047),523.8,452.0,Incidence,70237.0,All Races,Male,All Cancer Sites Combined,2016-2020,643.5,39047
OH,OH: Fayette County (39047),256.6,210.0,Mortality,70237.0,All Races,Male,All Cancer Sites Combined,2016-2020,299.0,39047
OH,OH: Fayette County (39047),64.4,50.0,Incidence,70237.0,All Races,Male,Colon and Rectum,2016-2020,71.2,39047
OH,OH: Fayette County (39047),35.9,26.0,Mortality,70237.0,All Races,Male,Colon and Rectum,2016-2020,37.0,39047
OH,OH: Fayette County (39047),97.1,90.0,Incidence,70237.0,All Races,Male,Lung and Bronchus,2016-2020,128.1,39047
OH,OH: Fayette County (39047),68.3,63.0,Mortality,70237.0,All Races,Male,Lung and Bronchus,2016-2020,89.7,39047
OH,OH: Fayette County (39047),39.2,33.0,Incidence,70237.0,All Races,Male,Melanomas of the Skin,2016-2020,47.0,39047
OH,OH: Fayette County (39047),91.1,86.0,Incidence,70237.0,All Races,Male,Prostate,2016-2020,122.4,39047
OH,OH: Fayette County (39047),24.6,18.0,Mortality,70237.0,All Races,Male,Prostate,2016-2020,25.6,39047
OH,OH: Fayette County (39047),488.8,902.0,Incidence,143043.0,All Races,Male and Female,All Cancer Sites Combined,2016-2020,630.6,39047
OH,OH: Fayette County (39047),212.6,397.0,Mortality,143043.0,All Races,Male and Female,All Cancer Sites Combined,2016-2020,277.5,39047
OH,OH: Fayette County (39047),55.0,99.0,Incidence,143043.0,All Races,Male and Female,Colon and Rectum,2016-2020,69.2,39047
OH,OH: Fayette County (39047),27.0,49.0,Mortality,143043.0,All Races,Male and Female,Colon and Rectum,2016-2020,34.3,39047
OH,OH: Fayette County (39047),40.9,39.0,Incidence,72806.0,All Races,Male and Female,"Corpus and Uterus, NOS",2016-2020,53.6,39047
OH,OH: Fayette County (39047),17.9,31.0,Incidence,143043.0,All Races,Male and Female,Kidney and Renal Pelvis,2016-2020,21.7,39047
OH,OH: Fayette County (39047),11.4,19.0,Incidence,143043.0,All Races,Male and Female,Leukemias,2016-2020,13.3,39047
OH,OH: Fayette County (39047),10.3,17.0,Mortality,143043.0,All Races,Male and Female,Leukemias,2016-2020,11.9,39047
OH,OH: Fayette County (39047),10.9,21.0,Incidence,143043.0,All Races,Male and Female,Liver and Intrahepatic Bile Duct,2016-2020,14.7,39047
OH,OH: Fayette County (39047),82.2,164.0,Incidence,143043.0,All Races,Male and Female,Lung and Bronchus,2016-2020,114.7,39047
OH,OH: Fayette County (39047),57.0,114.0,Mortality,143043.0,All Races,Male and Female,Lung and Bronchus,2016-2020,79.7,39047
OH,OH: Fayette County (39047),134.8,131.0,Incidence,72806.0,All Races,Male and Female,Male and Female Breast,2016-2020,179.9,39047
OH,OH: Fayette County (39047),28.0,28.0,Mortality,72806.0,All Races,Male and Female,Male and Female Breast,2016-2020,38.5,39047
OH,OH: Fayette County (39047),30.9,54.0,Incidence,143043.0,All Races,Male and Female,Melanomas of the Skin,2016-2020,37.8,39047
OH,OH: Fayette County (39047),16.9,31.0,Incidence,143043.0,All Races,Male and Female,Non-Hodgkin Lymphoma,2016-2020,21.7,39047
OH,OH: Fayette County (39047),11.3,22.0,Incidence,143043.0,All Races,Male and Female,Pancreas,2016-2020,15.4,39047
OH,OH: Fayette County (39047),11.8,23.0,Mortality,143043.0,All Races,Male and Female,Pancreas,2016-2020,16.1,39047
OH,OH: Fayette County (39047),91.1,86.0,Incidence,70237.0,All Races,Male and Female,Prostate,2016-2020,122.4,39047
OH,OH: Fayette County (39047),24.6,18.0,Mortality,70237.0,All Races,Male and Female,Prostate,2016-2020,25.6,39047
OH,OH: Fayette County (39047),12.2,19.0,Incidence,143043.0,All Races,Male and Female,Thyroid,2016-2020,13.3,39047
OH,OH: Fayette County (39047),18.3,35.0,Incidence,143043.0,All Races,Male and Female,Urinary Bladder,2016-2020,24.5,39047
OH,OH: Franklin County (39049),427.4,15051.0,Incidence,3338875.0,All Races,Female,All Cancer Sites Combined,2016-2020,450.8,39049
OH,OH: Franklin County (39049),135.9,4810.0,Mortality,3338875.0,All Races,Female,All Cancer Sites Combined,2016-2020,144.1,39049
OH,OH: Franklin County (39049),5.5,188.0,Incidence,3338875.0,All Races,Female,Brain and Other Nervous System,2016-2020,5.6,39049
OH,OH: Franklin County (39049),3.8,136.0,Mortality,3338875.0,All Races,Female,Brain and Other Nervous System,2016-2020,4.1,39049
OH,OH: Franklin County (39049),7.8,258.0,Incidence,3338875.0,All Races,Female,Cervix,2016-2020,7.7,39049
OH,OH: Franklin County (39049),2.1,73.0,Mortality,3338875.0,All Races,Female,Cervix,2016-2020,2.2,39049
OH,OH: Franklin County (39049),32.1,1117.0,Incidence,3338875.0,All Races,Female,Colon and Rectum,2016-2020,33.5,39049
OH,OH: Franklin County (39049),10.7,374.0,Mortality,3338875.0,All Races,Female,Colon and Rectum,2016-2020,11.2,39049
OH,OH: Franklin County (39049),31.4,1148.0,Incidence,3338875.0,All Races,Female,"Corpus and Uterus, NOS",2016-2020,34.4,39049
OH,OH: Franklin County (39049),5.2,191.0,Mortality,3338875.0,All Races,Female,"Corpus and Uterus, NOS",2016-2020,5.7,39049
OH,OH: Franklin County (39049),2.1,73.0,Incidence,3338875.0,All Races,Female,Esophagus,2016-2020,2.2,39049
OH,OH: Franklin County (39049),1.4,50.0,Mortality,3338875.0,All Races,Female,Esophagus,2016-2020,1.5,39049
OH,OH: Franklin County (39049),135.3,4761.0,Incidence,3338875.0,All Races,Female,Female Breast,2016-2020,142.6,39049
OH,OH: Franklin County (39049),20.7,738.0,Mortality,3338875.0,All Races,Female,Female Breast,2016-2020,22.1,39049
OH,OH: Franklin County (39049),25.7,898.0,Incidence,3338875.0,All Races,Female,"Female Breast, <i>in situ</i>",2016-2020,26.9,39049
OH,OH: Franklin County (39049),2.2,77.0,Incidence,3338875.0,All Races,Female,Hodgkin Lymphoma,2016-2020,2.3,39049
OH,OH: Franklin County (39049),12.2,428.0,Incidence,3338875.0,All Races,Female,Kidney and Renal Pelvis,2016-2020,12.8,39049
OH,OH: Franklin County (39049),2.3,79.0,Mortality,3338875.0,All Races,Female,Kidney and Renal Pelvis,2016-2020,2.4,39049
OH,OH: Franklin County (39049),1.2,45.0,Incidence,3338875.0,All Races,Female,Larynx,2016-2020,1.3,39049
OH,OH: Franklin County (39049),0.6,23.0,Mortality,3338875.0,All Races,Female,Larynx,2016-2020,0.7,39049
OH,OH: Franklin County (39049),8.2,285.0,Incidence,3338875.0,All Races,Female,Leukemias,2016-2020,8.5,39049
OH,OH: Franklin County (39049),4.8,168.0,Mortality,3338875.0,All Races,Female,Leukemias,2016-2020,5.0,39049
OH,OH: Franklin County (39049),4.8,175.0,Incidence,3338875.0,All Races,Female,Liver and Intrahepatic Bile Duct,2016-2020,5.2,39049
OH,OH: Franklin County (39049),4.3,156.0,Mortality,3338875.0,All Races,Female,Liver and Intrahepatic Bile Duct,2016-2020,4.7,39049
OH,OH: Franklin County (39049),53.7,1902.0,Incidence,3338875.0,All Races,Female,Lung and Bronchus,2016-2020,57.0,39049
OH,OH: Franklin County (39049),32.2,1131.0,Mortality,3338875.0,All Races,Female,Lung and Bronchus,2016-2020,33.9,39049
OH,OH: Franklin County (39049),17.1,605.0,Incidence,3338875.0,All Races,Female,Melanomas of the Skin,2016-2020,18.1,39049
OH,OH: Franklin County (39049),1.4,49.0,Mortality,3338875.0,All Races,Female,Melanomas of the Skin,2016-2020,1.5,39049
OH,OH: Franklin County (39049),0.5,16.0,Incidence,3338875.0,All Races,Female,Mesothelioma,2016-2020,0.5,39049
OH,OH: Franklin County (39049),5.5,193.0,Incidence,3338875.0,All Races,Female,Myeloma,2016-2020,5.8,39049
OH,OH: Franklin County (39049),3.0,101.0,Mortality,3338875.0,All Races,Female,Myeloma,2016-2020,3.0,39049
OH,OH: Franklin County (39049),15.5,542.0,Incidence,3338875.0,All Races,Female,Non-Hodgkin Lymphoma,2016-2020,16.2,39049
OH,OH: Franklin County (39049),3.8,132.0,Mortality,3338875.0,All Races,Female,Non-Hodgkin Lymphoma,2016-2020,4.0,39049
OH,OH: Franklin County (39049),6.8,239.0,Incidence,3338875.0,All Races,Female,Oral Cavity and Pharynx,2016-2020,7.2,39049
OH,OH: Franklin County (39049),1.1,40.0,Mortality,3338875.0,All Races,Female,Oral Cavity and Pharynx,2016-2020,1.2,39049
OH,OH: Franklin County (39049),8.0,283.0,Incidence,3338875.0,All Races,Female,Ovary,2016-2020,8.5,39049
